Instance,Algorithm,BN_size,ControlSize,Genes
T-LGL,ActoNet,60,2.0,"{'JAK': 0, 'PLCG1': 1}"
T-LGL,ActoNet,60,2.0,"{'JAK': 0, 'RAS': 1}"
T-LGL,ActoNet,60,2.0,"{'JAK': 0, 'S1P': 1}"
T-LGL,ActoNet,60,2.0,"{'JAK': 0, 'SPHK1': 1}"
T-LGL,ActoNet,60,2.0,"{'JAK': 0, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'JAK': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'JAK': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'JAK': 0, 'ZAP70': 1}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'MCL1': 0}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'MEK': 0}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'NFKB': 0}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'PDGFR': 0}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'PI3K': 0}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'RAS': 0}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'S1P': 0}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'SPHK1': 0}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'JAK': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'LCK': 1, 'MCL1': 0}"
T-LGL,ActoNet,60,2.0,"{'LCK': 1, 'MEK': 0}"
T-LGL,ActoNet,60,2.0,"{'LCK': 1, 'PDGFR': 0}"
T-LGL,ActoNet,60,2.0,"{'LCK': 1, 'S1P': 0}"
T-LGL,ActoNet,60,2.0,"{'LCK': 1, 'SOCS': 1}"
T-LGL,ActoNet,60,2.0,"{'LCK': 1, 'SPHK1': 0}"
T-LGL,ActoNet,60,2.0,"{'LCK': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'LCK': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'NFKB': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'PDGF': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'PDGFR': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'PI3K': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'PLCG1': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'RANTES': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'RAS': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'S1P': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'SPHK1': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'STAT3': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'MCL1': 0, 'ZAP70': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'NFKB': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'PDGF': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'PDGFR': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'PI3K': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'PLCG1': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'RANTES': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'RAS': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'S1P': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'SPHK1': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'STAT3': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'MEK': 0, 'ZAP70': 1}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 0, 'STAT3': 1}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 1, 'PDGFR': 0}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 1, 'PI3K': 0}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 1, 'RAS': 0}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 1, 'S1P': 0}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 1, 'SOCS': 1}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 1, 'SPHK1': 0}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'NFKB': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGF': 1, 'RAS': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGF': 1, 'S1P': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGF': 1, 'SOCS': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGF': 1, 'SPHK1': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGF': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGF': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 0, 'PI3K': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 0, 'PLCG1': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 0, 'RANTES': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 0, 'RAS': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 0, 'STAT3': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 0, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 0, 'ZAP70': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 1, 'RAS': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 1, 'S1P': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 1, 'SOCS': 1}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 1, 'SPHK1': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'PDGFR': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 0, 'STAT3': 1}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 0, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 1, 'RAS': 0}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 1, 'S1P': 0}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 1, 'SOCS': 1}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 1, 'SPHK1': 0}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'PI3K': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'PLCG1': 1, 'S1P': 0}"
T-LGL,ActoNet,60,2.0,"{'PLCG1': 1, 'SOCS': 1}"
T-LGL,ActoNet,60,2.0,"{'PLCG1': 1, 'SPHK1': 0}"
T-LGL,ActoNet,60,2.0,"{'PLCG1': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'PLCG1': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'RANTES': 1, 'S1P': 0}"
T-LGL,ActoNet,60,2.0,"{'RANTES': 1, 'SPHK1': 0}"
T-LGL,ActoNet,60,2.0,"{'RANTES': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'RANTES': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'RAS': 0, 'S1P': 1}"
T-LGL,ActoNet,60,2.0,"{'RAS': 0, 'SPHK1': 1}"
T-LGL,ActoNet,60,2.0,"{'RAS': 0, 'STAT3': 1}"
T-LGL,ActoNet,60,2.0,"{'RAS': 0, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'RAS': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'RAS': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'RAS': 1, 'S1P': 0}"
T-LGL,ActoNet,60,2.0,"{'RAS': 1, 'SOCS': 1}"
T-LGL,ActoNet,60,2.0,"{'RAS': 1, 'SPHK1': 0}"
T-LGL,ActoNet,60,2.0,"{'RAS': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'RAS': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'S1P': 0, 'STAT3': 1}"
T-LGL,ActoNet,60,2.0,"{'S1P': 0, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'S1P': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'S1P': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'S1P': 0, 'ZAP70': 1}"
T-LGL,ActoNet,60,2.0,"{'S1P': 1, 'SOCS': 1}"
T-LGL,ActoNet,60,2.0,"{'S1P': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'S1P': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'SOCS': 1, 'SPHK1': 1}"
T-LGL,ActoNet,60,2.0,"{'SOCS': 1, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'SOCS': 1, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'SOCS': 1, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'SOCS': 1, 'ZAP70': 1}"
T-LGL,ActoNet,60,2.0,"{'SPHK1': 0, 'STAT3': 1}"
T-LGL,ActoNet,60,2.0,"{'SPHK1': 0, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'SPHK1': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'SPHK1': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'SPHK1': 0, 'ZAP70': 1}"
T-LGL,ActoNet,60,2.0,"{'SPHK1': 1, 'STAT3': 0}"
T-LGL,ActoNet,60,2.0,"{'SPHK1': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'STAT3': 0, 'TAX': 1}"
T-LGL,ActoNet,60,2.0,"{'STAT3': 0, 'TBET': 1}"
T-LGL,ActoNet,60,2.0,"{'STAT3': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'STAT3': 0, 'ZAP70': 1}"
T-LGL,ActoNet,60,2.0,"{'STAT3': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'TAX': 1, 'TBET': 0}"
T-LGL,ActoNet,60,2.0,"{'TBET': 0, 'TPL2': 1}"
T-LGL,ActoNet,60,2.0,"{'TBET': 0, 'ZAP70': 1}"
T-LGL,BoNesis[FP],60,1.0,{'Apoptosis': 1}
T-LGL,BoNesis[FP],60,1.0,{'CD45': 1}
T-LGL,BoNesis[FP],60,1.0,{'Caspase': 1}
T-LGL,BoNesis[FP],60,1.0,{'DISC': 1}
T-LGL,BoNesis[FP],60,1.0,{'Stimuli': 1}
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'GRB2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'GZMB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'IFNG': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'IL2RB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'JAK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'LCK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'NFKB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'PDGF': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'PDGFR': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'PI3K': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'PLCG1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'RANTES': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'RAS': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'S1P': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'SPHK1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'STAT3': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'TAX': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'TBET': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'TNF': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'TPL2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'TRADD': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'BID': 1, 'ZAP70': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'FasT': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'GRB2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'GZMB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'IFNG': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'IL2RA': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'IL2RB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'JAK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'LCK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'NFKB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'PDGF': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'PDGFR': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'PI3K': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'PLCG1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'RANTES': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'RAS': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'S1P': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'STAT3': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'TAX': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'TBET': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'TPL2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'Ceramide': 1, 'ZAP70': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'GRB2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'GZMB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'IFNG': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'JAK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'LCK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'NFKB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'PDGF': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'PDGFR': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'PI3K': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'PLCG1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'RANTES': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'RAS': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'S1P': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'SPHK1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'STAT3': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'TAX': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'TBET': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'TPL2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'ERK': 0, 'ZAP70': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'GRB2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'GZMB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'IFNG': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'IL2RB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'NFKB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'PDGF': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'PDGFR': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'PI3K': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'PLCG1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'RANTES': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'RAS': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'S1P': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'SPHK1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'TAX': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'TBET': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'TCR': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'FYN': 0, 'TPL2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'GZMB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'JAK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'NFKB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'PDGF': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'PDGFR': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'PI3K': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'S1P': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'SPHK1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'STAT3': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'TAX': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'TBET': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GAP': 1, 'TPL2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'IL15': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'IL2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'IL2RB': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'IL2RBT': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'JAK': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'MCL1': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'MEK': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'PDGFR': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'S1P': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'SOCS': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'SPHK1': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'STAT3': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GRB2': 1, 'TBET': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'IL15': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'IL2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'IL2RB': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'IL2RBT': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'JAK': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'MCL1': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'MEK': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'NFKB': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'PDGFR': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'PI3K': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'RAS': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'S1P': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'SOCS': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'SPHK1': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'STAT3': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'GZMB': 1, 'TBET': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'IL15': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'IL2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'IL2RB': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'IL2RBT': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'MCL1': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'MEK': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'NFKB': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'PDGFR': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'S1P': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'SPHK1': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'STAT3': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IFNG': 1, 'TBET': 0}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'IL2RB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'JAK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'LCK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'NFKB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'PDGF': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'PDGFR': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'PI3K': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'PLCG1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'RANTES': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'RAS': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'S1P': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'SPHK1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'STAT3': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'TAX': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'TBET': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'TPL2': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL15': 0, 'ZAP70': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'IL2RAT': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'IL2RB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'IL2RBT': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'JAK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'LCK': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'NFKB': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'PDGF': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'PDGFR': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'PI3K': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'PLCG1': 1}"
T-LGL,BoNesis[FP],60,2.0,"{'IL2': 1, 'RANTES': 1}"
